time,mV

2026 05 24 14:06:16.266054,213
,222
,220
,213
,201
,200
,196
,177
,166
,158
,148
,135
,128
,122
2026 05 24 14:06:16.328678,98
,90
,94
,90
,69
,52
,18
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.390175,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.455640,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.516788,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.578042,0
,3
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.642804,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.705175,0
,0
,2
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.770991,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.832623,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2026 05 24 14:06:16.893197,0
,0
,0
,0
,0
,0
,0
,0
,0
,3
,13
,7
,8
,17
2026 05 24 14:06:16.959146,37
,45
,44
,47
,65
,68
,79
,93
,91
,90
,101
,114
,112
,112
2026 05 24 14:06:17.020231,115
,146
,150
,143
,140
,132
,140
,167
,177
,176
,167
,183
,198
,201
2026 05 24 14:06:17.085933,201
,212
,217
,215
,218
,223
,233
,214
,232
,251
,268
,250
,269
,276
2026 05 24 14:06:17.148019,278
,272
,294
,280
,290
,289
,303
,294
,296
,304
,305
,314
,300
,313
2026 05 24 14:06:17.209013,301
,326
,336
,342
,335
,337
,331
,336
,347
,341
,359
,359
,351
,346
2026 05 24 14:06:17.274168,363
,366
,370
,373
,382
,368
,369
,373
,383
,388
,398
,396
,382
,396
2026 05 24 14:06:17.336199,397
,391
,400
,403
,408
,412
,412
,415
,412
,420
,413
,416
,430
,426
2026 05 24 14:06:17.401540,420
,428
,433
,440
,438
,445
,439
,448
,454
,454
,447
,449
,445
,450
2026 05 24 14:06:17.462657,450
,438
,457
,460
,461
,456
,462
,468
,467
,468
,474
,470
,470
,465
2026 05 24 14:06:17.524797,475
,482
,479
,488
,488
,486
,490
,495
,484
,492
,492
,504
,495
,502
2026 05 24 14:06:17.590103,509
,506
,503
,502
,501
,501
,508
,509
,515
,521
,488
,526
,530
,517
2026 05 24 14:06:17.651269,513
,519
,521
,522
,528
,532
,520
,517
,520
,528
,519
,524
,531
,521
2026 05 24 14:06:17.717314,521
,525
,533
,525
,514
,535
,533
,536
,541
,534
,544
,537
,530
,546
2026 05 24 14:06:17.778440,543
,530
,528
,547
,547
,563
,560
,525
,539
,542
,551
,533
,542
,524
2026 05 24 14:06:17.840067,547
,537
,559
,559
,568
,552
,538
,555
,554
,551
,544
,541
,537
,526
2026 05 24 14:06:17.904789,539
,553
,549
,549
,540
,542
,543
,534
,538
,540
,547
,569
,550
,548
2026 05 24 14:06:17.967576,543
,552
,556
,540
,555
,539
,530
,534
,525
,521
,546
,532
,527
,536
2026 05 24 14:06:18.032221,523
,520
,539
,547
,523
,533
,545
,538
,530
,529
,559
,544
,536
,538
2026 05 24 14:06:18.094091,533
,525
,521
,520
,540
,532
,529
,519
,521
,529
,530
,521
,519
,515
2026 05 24 14:06:18.154965,526
,519
,522
,530
,523
,510
,530
,524
,535
,529
,518
,518
,535
,522
2026 05 24 14:06:18.220013,515
,537
,526
,508
,523
,530
,517
,517
,520
,523
,517
,512
,515
,522
2026 05 24 14:06:18.282835,519
,521
,527
,509
,515
,517
,527
,523
,523
,517
,507
,497
,506
,522
2026 05 24 14:06:18.347721,515
,510
,514
,507
,505
,503
,510
,499
,504
,498
,503
,500
,496
,506
